mdt	1:-21600:America/Denver;1:-21600:America/Bahia_Banderas;1:-21600:America/Boise;1:-21600:America/Cambridge_Bay;1:-21600:America/Chihuahua;1:-21600:America/Edmonton;1:-21600:America/Hermosillo;1:-21600:America/Inuvik;1:-21600:America/Mazatlan;1:-21600:America/North_Dakota/Beulah;1:-21600:America/North_Dakota/Center;1:-21600:America/North_Dakota/New_Salem;1:-21600:America/Ojinaga;1:-21600:America/Phoenix;1:-21600:America/Regina;1:-21600:America/Shiprock;1:-21600:America/Swift_Current;1:-21600:America/Yellowknife;1:-21600:Canada/Mountain;1:-21600:Canada/Saskatchewan;1:-21600:Mexico/BajaSur
mest	1:7200:MET
met	0:3600:MET
mmt	0:9017:Europe/Moscow;0:9079:Europe/Moscow;0:-13491:America/Montevideo;0:-20712:America/Managua;0:-2588:Africa/Monrovia;0:-2670:Africa/Monrovia;0:17640:Indian/Maldives;0:19172:Asia/Colombo;0:19270:Asia/Calcutta;0:19270:Asia/Kolkata;0:28656:Asia/Makassar;0:28656:Asia/Ujung_Pandang;0:6600:Europe/Minsk
mpt	1:-21600:America/Denver;1:-21600:America/Boise;1:-21600:America/Cambridge_Bay;1:-21600:America/Edmonton;1:-21600:America/North_Dakota/Beulah;1:-21600:America/North_Dakota/Center;1:-21600:America/North_Dakota/New_Salem;1:-21600:America/Regina;1:-21600:America/Shiprock;1:-21600:America/Swift_Current;1:-21600:America/Yellowknife;1:-21600:Canada/Mountain;1:-21600:Canada/Saskatchewan
msd	1:14400:Europe/Moscow;1:14400:Europe/Chisinau;1:14400:Europe/Kaliningrad;1:14400:Europe/Kiev;1:14400:Europe/Minsk;1:14400:Europe/Riga;1:14400:Europe/Simferopol;1:14400:Europe/Tallinn;1:14400:Europe/Tiraspol;1:14400:Europe/Uzhgorod;1:14400:Europe/Vilnius;1:14400:Europe/Zaporozhye
msk	0:10800:Europe/Moscow;0:14400:Europe/Moscow;0:10800:Europe/Chisinau;0:10800:Europe/Kaliningrad;0:10800:Europe/Kiev;0:10800:Europe/Minsk;0:10800:Europe/Riga;0:10800:Europe/Simferopol;0:10800:Europe/Tallinn;0:10800:Europe/Tiraspol;0:10800:Europe/Uzhgorod;0:10800:Europe/Vilnius;0:10800:Europe/Zaporozhye;0:14400:Europe/Simferopol
mst	0:-25200:America/Denver;0:-25200:America/Bahia_Banderas;0:-25200:America/Boise;0:-25200:America/Cambridge_Bay;0:-25200:America/Chihuahua;0:-25200:America/Creston;0:-25200:America/Dawson_Creek;0:-25200:America/Edmonton;0:-25200:America/Ensenada;0:-25200:America/Fort_Nelson;0:-25200:America/Hermosillo;0:-25200:America/Inuvik;0:-25200:America/Mazatlan;0:-25200:America/Mexico_City;0:-25200:America/North_Dakota/Beulah;0:-25200:America/North_Dakota/Center;0:-25200:America/North_Dakota/New_Salem;0:-25200:America/Ojinaga;0:-25200:America/Phoenix;0:-25200:America/Regina;0:-25200:America/Santa_Isabel;0:-25200:America/Shiprock;0:-25200:America/Swift_Current;0:-25200:America/Tijuana;0:-25200:America/Yellowknife;0:-25200:Canada/Mountain;0:-25200:Canada/Saskatchewan;0:-25200:Mexico/BajaNorte;0:-25200:Mexico/BajaSur;0:-25200:Mexico/General;1:12679:Europe/Moscow
mwt	1:-21600:America/Denver;1:-21600:America/Boise;1:-21600:America/Cambridge_Bay;1:-21600:America/Edmonton;1:-21600:America/North_Dakota/Beulah;1:-21600:America/North_Dakota/Center;1:-21600:America/North_Dakota/New_Salem;1:-21600:America/Phoenix;1:-21600:America/Regina;1:-21600:America/Shiprock;1:-21600:America/Swift_Current;1:-21600:America/Yellowknife;1:-21600:Canada/Mountain;1:-21600:Canada/Saskatchewan
nddt	1:-5400:America/St_Johns;1:-5400:Canada/Newfoundland
